Aggregate Date;municipio;region;connection_type;provider;test_count;performance_sample_count;mean_download_speed_mbps;download_speed;mean_upload_mbps;upload_speed;latency;jitter;mes;año;periodo;sample_count;mean_download_mbps;mean_latency_ms;mean_jitter
2023-05-01;MITU;Vaupes;All Fixed;All combined;72;;;62.517;16.565;17.562;37.0;13.0;5;2023;2023-05;21.0;77.123;48.0;19.0
2023-05-01;SAN JOSE DEL PALMAR;Choco;All Fixed;All combined;243;;;18.03;30.355;13.781;23.0;13.0;5;2023;2023-05;68.0;41.617;40.0;105.0
2023-06-01;ANZOATEGUI;Tolima;All Fixed;All combined;174;;;47.706;146.181;49.386;9.0;3.0;6;2023;2023-06;59.0;124.75;18.0;37.0
2023-06-01;VALLE DE SAN JOSE;Santander Department;All Fixed;All combined;111;;;9.191;23.549;10.729;22.0;37.0;6;2023;2023-06;22.0;22.706;25.0;61.0
2023-06-01;FLANDES;Tolima;All Fixed;All combined;331;;;38.264;21.608;26.487;15.0;12.0;6;2023;2023-06;107.0;85.509;29.0;36.0
2023-06-01;ARMERO;Tolima;All Fixed;All combined;123;;;24.747;60.408;29.073;18.0;16.0;6;2023;2023-06;33.0;60.227;17.0;38.0
2023-06-01;CALDAS;Antioquia;All Fixed;All combined;1286;;;87.244;43.454;22.76;10.0;4.0;6;2023;2023-06;378.0;126.305;16.0;19.0
2023-06-01;CONCORDIA;Antioquia;All Fixed;All combined;129;;;9.356;40.18;8.923;23.0;19.0;6;2023;2023-06;43.0;27.263;30.0;69.0
2023-06-01;GUATICA;Risaralda;All Fixed;All combined;104;;;22.523;19.128;19.019;16.0;7.0;6;2023;2023-06;25.0;23.314;20.0;43.0
2023-06-01;JAMUNDI;Valle del Cauca;All Fixed;All combined;5615;;;100.776;87.078;33.227;17.0;5.0;6;2023;2023-06;1639.0;143.091;19.0;24.0
2023-05-01;ITAGUI;Antioquia;All Fixed;All combined;15431;;;170.651;186.382;53.897;7.0;3.0;5;2023;2023-05;4678.0;204.711;11.0;17.0
2023-05-01;CALI;Valle del Cauca;All Fixed;All combined;120107;;;90.341;85.18;33.214;18.0;5.0;5;2023;2023-05;36599.0;130.647;23.0;29.0
2023-06-01;SALAMINA;Caldas;All Fixed;All combined;86;;;17.886;54.053;23.11;19.0;11.0;6;2023;2023-06;26.0;76.684;50.0;29.0
2023-06-01;APIA;Risaralda;All Fixed;All combined;47;;;16.381;12.542;11.624;15.0;31.0;6;2023;2023-06;10.0;19.533;16.0;36.0
2023-06-01;ALBAN;Cundinamarca;All Fixed;All combined;65;;;20.856;59.254;10.725;25.0;31.0;6;2023;2023-06;12.0;63.397;25.0;41.0
2023-06-01;OCAMONTE;Santander Department;All Fixed;All combined;79;;;22.779;15.934;14.108;18.0;30.0;6;2023;2023-06;13.0;21.711;40.0;82.0
2023-06-01;RETIRO;Antioquia;All Fixed;All combined;1825;;;60.179;75.003;53.848;6.0;2.0;6;2023;2023-06;606.0;101.798;16.0;28.0
2023-06-01;LOS ANDES;Narino;All Fixed;All combined;445;;;25.97;35.868;20.325;5.0;6.0;6;2023;2023-06;164.0;49.118;21.0;52.0
2023-04-01;DURANIA;North Santander;All Fixed;All combined;233;;;9.053;27.26;12.347;32.0;13.0;4;2023;2023-04;87.0;30.682;45.0;72.0
2023-04-01;SAN VICENTE;Antioquia;All Fixed;All combined;1172;;;76.171;74.329;66.269;7.0;2.0;4;2023;2023-04;508.0;112.379;18.0;43.0
2023-04-01;VILLAVIEJA;Huila;All Fixed;All combined;137;;;4.953;19.088;12.155;23.0;48.0;4;2023;2023-04;28.0;12.526;30.0;68.0
2023-04-01;LA LLANADA;Narino;All Fixed;All combined;222;;;20.685;35.693;21.273;3.0;3.0;4;2023;2023-04;87.0;37.448;13.0;36.0
2023-04-01;FONSECA;La Guajira;All Fixed;All combined;128;;;8.349;8.391;3.762;48.0;21.0;4;2023;2023-04;51.0;18.255;66.0;62.0
2023-04-01;JAMBALO;Cauca Department;All Fixed;All combined;1222;;;94.523;104.062;43.355;19.0;5.0;4;2023;2023-04;575.0;143.771;24.0;31.0
2023-05-01;MARULANDA;Caldas;All Fixed;All combined;37;;;60.894;66.871;61.601;8.0;4.0;5;2023;2023-05;26.0;107.063;13.0;15.0
2023-05-01;JARDIN;Antioquia;All Fixed;All combined;77;;;24.607;55.063;16.452;9.0;10.0;5;2023;2023-05;30.0;59.939;28.0;32.0
2023-05-01;LENGUAZAQUE;Cundinamarca;All Fixed;All combined;515;;;18.055;43.723;21.97;6.0;4.0;5;2023;2023-05;182.0;43.102;14.0;35.0
2023-05-01;RETIRO;Antioquia;All Fixed;All combined;1726;;;60.468;72.99;56.747;6.0;2.0;5;2023;2023-05;569.0;100.236;14.0;24.0
2023-05-01;SALENTO;Quindio;All Fixed;All combined;272;;;58.271;30.477;12.373;17.0;6.0;5;2023;2023-05;101.0;77.424;27.0;27.0
2023-05-01;MARINILLA;Antioquia;All Fixed;All combined;2367;;;60.308;59.851;31.896;9.0;4.0;5;2023;2023-05;805.0;100.731;15.0;18.0
2023-05-01;PALMAR DE VARELA;Atlantico;All Fixed;All combined;104;;;48.188;33.985;17.929;14.0;6.0;5;2023;2023-05;34.0;89.626;41.0;17.0
2023-05-01;SANTANDER DE QUILICHAO;Cauca Department;All Fixed;All combined;2605;;;37.497;36.198;26.04;22.0;9.0;5;2023;2023-05;688.0;83.466;30.0;42.0
2023-05-01;SAMPUES;Sucre;All Fixed;All combined;272;;;30.804;37.593;30.005;4.0;2.0;5;2023;2023-05;114.0;39.495;13.0;17.0
2023-06-01;MELGAR;Tolima;All Fixed;All combined;904;;;62.224;86.838;37.02;8.0;6.0;6;2023;2023-06;223.0;108.856;18.0;35.0
2023-06-01;TIMBIO;Cauca Department;All Fixed;All combined;229;;;37.117;68.763;27.796;9.0;5.0;6;2023;2023-06;70.0;65.764;18.0;22.0
2023-06-01;SAN JUAN DE RIO SECO;Cundinamarca;All Fixed;All combined;274;;;20.256;25.274;17.677;10.0;12.0;6;2023;2023-06;37.0;29.36;41.0;32.0
2023-06-01;ABEJORRAL;Antioquia;All Fixed;All combined;773;;;71.634;81.595;43.194;8.0;3.0;6;2023;2023-06;308.0;114.389;20.0;34.0
2023-06-01;SAN PEDRO DE CARTAGO;Narino;All Fixed;All combined;671;;;43.701;41.703;19.595;23.0;7.0;6;2023;2023-06;199.0;78.1;30.0;44.0
2023-06-01;SAN ANDRES;San Andrés and Providencia;All Fixed;All combined;1105;;;59.73;101.913;46.081;16.0;9.0;6;2023;2023-06;302.0;111.043;27.0;32.0
2023-06-01;CALARCA;Quindio;All Fixed;All combined;836;;;82.062;30.246;12.871;24.0;6.0;6;2023;2023-06;251.0;101.488;26.0;21.0
2023-05-01;UNE;Cundinamarca;All Fixed;All combined;34;;;15.854;22.284;16.984;6.0;14.0;5;2023;2023-05;8.0;30.8;13.0;41.0
2023-05-01;VENTAQUEMADA;Boyaca;All Fixed;All combined;55;;;25.983;34.04;21.511;9.0;26.0;5;2023;2023-05;15.0;28.043;38.0;56.0
2023-05-01;MUZO;Boyaca;All Fixed;All combined;84;;;8.458;12.833;8.768;20.0;21.0;5;2023;2023-05;16.0;30.899;77.0;38.0
2023-05-01;PUPIALES;Narino;All Fixed;All combined;52;;;25.669;32.242;26.931;7.0;9.0;5;2023;2023-05;10.0;47.907;176.0;74.0
2023-05-01;PUERTO LEGUIZAMO;Putumayo;All Fixed;All combined;59;;;47.49;17.026;19.399;61.0;22.0;5;2023;2023-05;9.0;70.714;61.0;62.0
2023-05-01;MACHETA;Cundinamarca;All Fixed;All combined;61;;;34.067;69.635;34.307;6.0;6.0;5;2023;2023-05;29.0;69.868;7.0;16.0
2023-05-01;ARBOLEDA;Narino;All Fixed;All combined;43;;;13.832;14.631;11.741;13.0;5.0;5;2023;2023-05;8.0;16.879;230.0;74.0
2023-05-01;RESTREPO;Meta;All Fixed;All combined;293;;;35.661;111.374;32.644;6.0;6.0;5;2023;2023-05;98.0;107.62;31.0;32.0
2023-05-01;TARQUI;Huila;All Fixed;All combined;617;;;27.52;37.008;20.012;8.0;6.0;5;2023;2023-05;211.0;56.212;18.0;33.0
2023-05-01;EL PASO;Cesar;All Fixed;All combined;101;;;4.468;6.353;4.821;16.0;40.0;5;2023;2023-05;17.0;7.372;42.0;62.0
2023-05-01;BUCARAMANGA;Santander Department;All Fixed;All combined;42519;;;91.369;91.975;32.977;18.0;6.0;5;2023;2023-05;12843.0;130.966;25.0;27.0
2023-05-01;VALLEDUPAR;Cesar;All Fixed;All combined;11564;;;94.657;79.906;31.577;18.0;6.0;5;2023;2023-05;3654.0;133.543;26.0;25.0
2023-05-01;TURBACO;Bolivar;All Fixed;All combined;845;;;88.09;38.01;21.697;12.0;8.0;5;2023;2023-05;278.0;118.88;20.0;25.0
2023-05-01;EL TABLON DE GOMEZ;Narino;All Fixed;All combined;962;;;27.526;40.976;21.035;7.0;5.0;5;2023;2023-05;314.0;44.051;30.0;52.0
2023-05-01;MONTENEGRO;Quindio;All Fixed;All combined;636;;;59.725;43.16;14.7;29.0;8.0;5;2023;2023-05;165.0;82.824;34.0;29.0
2023-06-01;EL CARMEN DE BOLIVAR;Bolivar;All Fixed;All combined;52;;;32.109;50.603;26.207;4.0;5.0;6;2023;2023-06;20.0;45.571;8.0;24.0
2023-06-01;BUCARASICA;North Santander;All Fixed;All combined;50;;;49.138;41.279;31.171;31.0;13.0;6;2023;2023-06;13.0;60.069;31.0;25.0
2023-05-01;TRINIDAD;Casanare;All Fixed;All combined;160;;;95.33;23.089;22.775;41.0;12.0;5;2023;2023-05;3.0;129.242;41.0;18.0
2023-05-01;MIRANDA;Cauca Department;All Fixed;All combined;163;;;22.857;50.757;24.268;23.0;8.0;5;2023;2023-05;49.0;60.068;64.0;52.0
2023-05-01;GUADALUPE;Huila;All Fixed;All combined;451;;;16.136;29.638;19.393;18.0;12.0;5;2023;2023-05;143.0;34.639;24.0;50.0
2023-05-01;BARAYA;Huila;All Fixed;All combined;102;;;16.082;42.991;18.479;11.0;6.0;5;2023;2023-05;26.0;33.182;44.0;48.0
2023-05-01;CORINTO;Cauca Department;All Fixed;All combined;209;;;67.637;120.605;94.119;19.0;4.0;5;2023;2023-05;94.0;119.207;39.0;44.0
2023-05-01;AIPE;Huila;All Fixed;All combined;353;;;22.689;60.966;26.586;16.0;5.0;5;2023;2023-05;112.0;53.504;20.0;37.0
2023-05-01;LA DORADA;Caldas;All Fixed;All combined;1527;;;36.783;47.835;31.881;13.0;6.0;5;2023;2023-05;298.0;66.207;18.0;30.0
2023-06-01;ABREGO;North Santander;All Fixed;All combined;41;;;15.108;13.894;11.62;18.0;7.0;6;2023;2023-06;11.0;16.521;17.0;9.0
2023-06-01;BELALCAZAR;Caldas;All Fixed;All combined;62;;;6.606;36.742;6.421;24.0;21.0;6;2023;2023-06;25.0;48.961;34.0;55.0
2023-06-01;CARMEN DE CARUPA;Cundinamarca;All Fixed;All combined;58;;;43.915;33.157;26.632;12.0;4.0;6;2023;2023-06;32.0;51.064;15.0;31.0
2023-06-01;PAEZ;Boyaca;All Fixed;All combined;38;;;45.951;48.357;42.224;8.0;7.0;6;2023;2023-06;18.0;46.059;12.0;15.0
2023-06-01;BELEN;Boyaca;All Fixed;All combined;32;;;8.921;11.779;10.299;13.0;9.0;6;2023;2023-06;10.0;10.113;14.0;23.0
2023-06-01;ELIAS;Huila;All Fixed;All combined;53;;;8.714;66.249;9.877;11.0;13.0;6;2023;2023-06;18.0;62.694;12.0;21.0
2023-06-01;NATAGA;Huila;All Fixed;All combined;30;;;18.562;21.324;23.518;5.0;5.0;6;2023;2023-06;15.0;30.843;14.0;38.0
2023-03-01;BUESACO;Narino;All Fixed;All combined;1166;;;31.138;32.805;16.997;5.0;6.0;3;2023;2023-03;379.0;47.079;16.0;37.0
2023-03-01;JAMUNDI;Valle del Cauca;All Fixed;All combined;6745;;;93.217;84.196;33.18;18.0;6.0;3;2023;2023-03;1989.0;131.9;22.0;24.0
2023-04-01;EL PAUJIL;Caquetá;All Fixed;All combined;33;;;5.927;15.36;6.52;40.0;25.0;4;2023;2023-04;9.0;8.664;43.0;78.0
2023-04-01;SANTACRUZ;Narino;All Fixed;All combined;101;;;85.323;120.167;77.669;29.0;12.0;4;2023;2023-04;31.0;131.819;41.0;185.0
2023-04-01;CALI;Valle del Cauca;All Fixed;All combined;112578;;;89.488;85.058;33.161;18.0;6.0;4;2023;2023-04;34737.0;128.233;23.0;31.0
2023-04-01;ARAUQUITA;Arauca;All Fixed;All combined;292;;;28.486;52.362;27.254;14.0;7.0;4;2023;2023-04;78.0;55.578;41.0;37.0
2023-05-01;SAN PABLO;Bolivar;All Fixed;All combined;85;;;6.152;11.901;4.995;30.0;18.0;5;2023;2023-05;18.0;12.877;32.0;55.0
2023-05-01;TELLO;Huila;All Fixed;All combined;72;;;15.442;48.441;10.195;17.0;23.0;5;2023;2023-05;12.0;32.536;23.0;82.0
2023-05-01;PALOCABILDO;Tolima;All Fixed;All combined;57;;;6.277;32.06;6.634;16.0;44.0;5;2023;2023-05;14.0;24.968;20.0;50.0
2023-05-01;SUTAMARCHAN;Boyaca;All Fixed;All combined;51;;;20.98;35.054;19.971;11.0;10.0;5;2023;2023-05;18.0;28.659;13.0;32.0
2023-05-01;SOPO;Cundinamarca;All Fixed;All combined;1075;;;75.528;80.483;28.845;12.0;7.0;5;2023;2023-05;291.0;121.697;18.0;31.0
2023-05-01;SAN PEDRO JAGUA;Cundinamarca;All Fixed;All combined;385;;;22.732;29.969;25.739;11.0;10.0;5;2023;2023-05;133.0;29.93;18.0;39.0
2023-05-01;SANTA ROSA DEL SUR;Bolivar;All Fixed;All combined;218;;;10.759;10.941;10.174;31.0;24.0;5;2023;2023-05;45.0;16.805;94.0;126.0
2023-05-01;GUATAVITA;Cundinamarca;All Fixed;All combined;21995;;;102.727;70.357;32.991;11.0;5.0;5;2023;2023-05;8538.0;142.447;17.0;24.0
2023-05-01;YAGUARA;Huila;All Fixed;All combined;1297;;;138.552;147.601;119.593;17.0;5.0;5;2023;2023-05;616.0;154.476;23.0;32.0
2023-05-01;MAICAO;La Guajira;All Fixed;All combined;2184;;;49.151;99.804;68.358;7.0;7.0;5;2023;2023-05;392.0;87.211;21.0;24.0
2023-02-01;CUMBAL;Narino;All Fixed;All combined;48;;;14.863;14.164;12.728;31.0;19.0;2;2023;2023-02;10.0;18.004;29.0;30.0
2023-02-01;SAN CAYETANO;Cundinamarca;All Fixed;All combined;457;;;28.815;44.657;28.619;7.0;5.0;2;2023;2023-02;230.0;53.761;13.0;53.0
2023-02-01;FRESNO;Tolima;All Fixed;All combined;453;;;11.152;25.008;14.416;24.0;29.0;2;2023;2023-02;157.0;16.885;39.0;175.0
2023-02-01;SAN PELAYO;Cordoba;All Fixed;All combined;111;;;8.108;18.835;10.832;29.0;15.0;2;2023;2023-02;48.0;19.159;43.0;42.0
2023-02-01;VELEZ;Santander Department;All Fixed;All combined;133;;;13.302;26.138;12.373;13.0;5.0;2;2023;2023-02;28.0;51.463;20.0;54.0
2023-02-01;ACEVEDO;Huila;All Fixed;All combined;1212;;;10.703;46.659;14.381;25.0;21.0;2;2023;2023-02;197.0;35.31;35.0;58.0
2023-02-01;ANSERMA;Caldas;All Fixed;All combined;1070;;;19.848;83.648;16.115;18.0;11.0;2;2023;2023-02;267.0;89.978;27.0;56.0
2023-02-01;TARQUI;Huila;All Fixed;All combined;388;;;28.964;78.199;24.371;17.0;10.0;2;2023;2023-02;171.0;84.849;26.0;43.0
2023-02-01;VICTORIA;Caldas;All Fixed;All combined;312;;;11.617;11.934;7.604;14.0;7.0;2;2023;2023-02;75.0;14.649;24.0;74.0
2023-02-01;SAN FRANCISCO;Antioquia;All Fixed;All combined;135;;;10.82;29.762;11.975;23.0;6.0;2;2023;2023-02;61.0;71.323;96.0;177.0
2023-02-01;SANTA ROSA;Bolivar;All Fixed;All combined;101;;;21.417;42.167;23.108;10.0;5.0;2;2023;2023-02;33.0;39.846;47.0;32.0
2023-02-01;EL PASO;Cesar;All Fixed;All combined;226;;;6.358;12.856;5.267;25.0;19.0;2;2023;2023-02;51.0;18.098;38.0;49.0
2023-02-01;ENVIGADO;Antioquia;All Fixed;All combined;18673;;;123.153;63.1;28.836;9.0;4.0;2;2023;2023-02;6544.0;151.5;13.0;18.0
2023-03-01;FILANDIA;Quindio;All Fixed;All combined;162;;;28.271;22.013;13.445;20.0;11.0;3;2023;2023-03;67.0;61.164;23.0;35.0
2023-03-01;GIRARDOT;Cundinamarca;All Fixed;All combined;1718;;;48.89;32.824;27.934;12.0;8.0;3;2023;2023-03;429.0;84.872;18.0;34.0
2023-03-01;ARCABUCO;Boyaca;All Fixed;All combined;805;;;36.439;50.999;32.627;11.0;6.0;3;2023;2023-03;294.0;50.443;20.0;52.0
2023-03-01;CONCORDIA;Magdalena;All Fixed;All combined;130;;;34.282;54.018;36.965;3.0;1.0;3;2023;2023-03;69.0;53.26;13.0;26.0
2023-03-01;SUAITA;Santander Department;All Fixed;All combined;106;;;13.712;33.271;13.184;12.0;36.0;3;2023;2023-03;14.0;48.607;25.0;42.0
2023-03-01;SORA;Boyaca;All Fixed;All combined;294;;;86.952;114.717;87.45;10.0;4.0;3;2023;2023-03;138.0;116.776;23.0;57.0
2023-03-01;MORROA;Sucre;All Fixed;All combined;179;;;13.182;60.129;13.087;17.0;8.0;3;2023;2023-03;52.0;87.565;22.0;106.0
2023-03-01;MITU;Vaupes;All Fixed;All combined;116;;;81.379;22.192;23.778;33.0;14.0;3;2023;2023-03;19.0;88.552;59.0;34.0
2023-06-01;AMBALEMA;Tolima;All Fixed;All combined;36;;;94.252;45.523;41.965;15.0;4.0;6;2023;2023-06;27.0;94.403;23.0;62.0
2023-06-01;GAMA;Cundinamarca;All Fixed;All combined;93;;;18.744;26.931;22.836;11.0;11.0;6;2023;2023-06;52.0;30.468;41.0;61.0
2023-06-01;CONTRATACION;Santander Department;All Fixed;All combined;37;;;14.548;10.39;7.948;30.0;9.0;6;2023;2023-06;5.0;13.776;22.0;16.0
2023-06-01;LOS CORDOBAS;Cordoba;All Fixed;All combined;43;;;35.415;18.202;19.642;27.0;24.0;6;2023;2023-06;13.0;79.513;36.0;25.0
2023-06-01;CORDOBA;Quindio;All Fixed;All combined;51;;;20.791;40.796;23.151;23.0;8.0;6;2023;2023-06;25.0;58.156;24.0;22.0
2023-06-01;VENECIA;Antioquia;All Fixed;All combined;55;;;8.83;19.057;4.819;26.0;17.0;6;2023;2023-06;20.0;29.787;64.0;43.0
2023-06-01;SAN MARTIN;Cesar;All Fixed;All combined;207;;;24.222;48.894;28.592;20.0;3.0;6;2023;2023-06;59.0;53.347;22.0;22.0
2023-06-01;FLORIDA;Valle del Cauca;All Fixed;All combined;424;;;47.564;47.564;31.498;21.0;7.0;6;2023;2023-06;102.0;95.631;27.0;62.0
2023-06-01;NEMOCON;Cundinamarca;All Fixed;All combined;555;;;27.775;33.804;18.765;7.0;8.0;6;2023;2023-06;227.0;41.387;18.0;47.0
2023-06-01;FREDONIA;Antioquia;All Fixed;All combined;183;;;37.009;45.43;26.063;19.0;3.0;6;2023;2023-06;76.0;69.929;62.0;32.0
2023-06-01;AYAPEL;Cordoba;All Fixed;All combined;116;;;17.825;9.939;11.548;65.0;16.0;6;2023;2023-06;12.0;42.206;70.0;19.0
2023-06-01;SAN CARLOS;Cordoba;All Fixed;All combined;209;;;58.937;68.886;32.011;23.0;7.0;6;2023;2023-06;78.0;119.548;26.0;25.0
2023-06-01;YOLOMBO;Antioquia;All Fixed;All combined;647;;;92.655;70.082;69.23;6.0;2.0;6;2023;2023-06;279.0;123.087;19.0;20.0
2023-06-01;SOGAMOSO;Boyaca;All Fixed;All combined;4857;;;53.512;34.393;22.823;16.0;8.0;6;2023;2023-06;1230.0;87.749;20.0;31.0
2023-05-01;PUERTO LLERAS;Meta;All Fixed;All combined;118;;;13.901;18.909;14.331;9.0;16.0;5;2023;2023-05;39.0;17.827;19.0;35.0
2023-05-01;GOMEZ PLATA;Antioquia;All Fixed;All combined;343;;;93.712;79.296;79.438;4.0;1.0;5;2023;2023-05;176.0;122.601;14.0;25.0
2023-05-01;TAMINANGO;Narino;All Fixed;All combined;254;;;16.79;43.953;11.645;8.0;8.0;5;2023;2023-05;91.0;54.28;13.0;36.0
2023-05-01;LITORAL DEL BAJO SAN JUAN;Choco;All Fixed;All combined;78;;;45.954;64.335;34.659;16.0;26.0;5;2023;2023-05;23.0;68.496;25.0;43.0
2023-05-01;PIVIJAY;Magdalena;All Fixed;All combined;1937;;;24.466;39.451;22.798;28.0;7.0;5;2023;2023-05;678.0;58.206;37.0;50.0
2023-05-01;SUPIA;Caldas;All Fixed;All combined;998;;;42.633;13.106;10.053;14.0;5.0;5;2023;2023-05;493.0;64.16;19.0;32.0
2023-05-01;COTA;Cundinamarca;All Fixed;All combined;7616;;;94.674;41.875;32.436;11.0;7.0;5;2023;2023-05;2705.0;129.915;25.0;31.0
2023-06-01;ZAPATOCA;Santander Department;All Fixed;All combined;61;;;93.991;159.698;78.736;19.0;6.0;6;2023;2023-06;29.0;155.46;22.0;48.0
2023-06-01;CAPARRAPI;Cundinamarca;All Fixed;All combined;93;;;85.711;98.93;59.722;10.0;4.0;6;2023;2023-06;40.0;114.448;13.0;15.0
2023-06-01;SAN BERNARDO;Narino;All Fixed;All combined;32;;;13.592;11.349;9.641;9.0;13.0;6;2023;2023-06;10.0;18.026;96.0;79.0
2023-06-01;SEVILLA;Valle del Cauca;All Fixed;All combined;90;;;17.242;63.643;5.604;34.0;18.0;6;2023;2023-06;30.0;60.754;87.0;69.0
2023-06-01;TARSO;Antioquia;All Fixed;All combined;46;;;7.276;6.729;1.853;35.0;16.0;6;2023;2023-06;21.0;26.097;42.0;30.0
2023-06-01;TIMBIQUI;Cauca Department;All Fixed;All combined;49;;;5.861;8.634;7.42;33.0;40.0;6;2023;2023-06;8.0;24.154;133.0;61.0
2023-06-01;MACEO;Antioquia;All Fixed;All combined;76;;;23.173;52.956;23.868;7.0;1.0;6;2023;2023-06;25.0;75.496;21.0;17.0
2023-06-01;CHIVOR;Boyaca;All Fixed;All combined;46;;;14.273;33.856;10.865;6.0;9.0;6;2023;2023-06;18.0;39.78;7.0;11.0
2023-06-01;URRAO;Antioquia;All Fixed;All combined;265;;;5.312;4.846;3.915;32.0;38.0;6;2023;2023-06;61.0;7.987;45.0;66.0
2023-06-01;PUEBLO BELLO;Cesar;All Fixed;All combined;204;;;25.112;27.13;27.621;16.0;11.0;6;2023;2023-06;62.0;25.368;31.0;50.0
2023-06-01;PAICOL;Huila;All Fixed;All combined;396;;;44.155;86.736;44.114;18.0;7.0;6;2023;2023-06;141.0;96.1;25.0;80.0
2023-06-01;NORCASIA;Caldas;All Fixed;All combined;106;;;14.326;26.555;12.447;17.0;23.0;6;2023;2023-06;21.0;29.647;27.0;65.0
2023-06-01;VALPARAISO;Antioquia;All Fixed;All combined;605;;;42.962;8.817;9.619;15.0;5.0;6;2023;2023-06;312.0;62.443;25.0;30.0
2023-06-01;ALGECIRAS;Huila;All Fixed;All combined;164;;;15.165;16.341;12.838;20.0;19.0;6;2023;2023-06;52.0;18.45;23.0;40.0
2023-06-01;MANIZALES;Caldas;All Fixed;All combined;19521;;;94.824;39.793;19.419;29.0;6.0;6;2023;2023-06;6230.0;130.969;32.0;29.0
2023-06-01;LOS PATIOS;North Santander;All Fixed;All combined;2228;;;94.34;127.17;37.009;24.0;6.0;6;2023;2023-06;904.0;152.97;31.0;27.0
2023-06-01;MOTAVITA;Boyaca;All Fixed;All combined;1300;;;48.825;100.525;47.494;10.0;5.0;6;2023;2023-06;607.0;101.126;22.0;44.0
2023-06-01;ACACIAS;Meta;All Fixed;All combined;1717;;;64.614;64.792;31.798;12.0;8.0;6;2023;2023-06;471.0;102.007;19.0;27.0
2023-06-01;SAN LUIS DE SINCE;Sucre;All Fixed;All combined;55;;;19.486;28.792;6.47;26.0;26.0;6;2023;2023-06;20.0;37.354;113.0;168.0
2023-06-01;COPACABANA;Antioquia;All Fixed;All combined;2710;;;89.516;45.231;23.539;10.0;5.0;6;2023;2023-06;759.0;114.453;19.0;31.0
2023-06-01;PAIPA;Boyaca;All Fixed;All combined;691;;;50.28;70.733;35.228;10.0;5.0;6;2023;2023-06;252.0;89.614;19.0;28.0
2023-06-01;MANGUI;Narino;All Fixed;All combined;141;;;6.093;8.571;7.374;19.0;12.0;6;2023;2023-06;29.0;11.305;58.0;111.0
2023-06-01;CURUMANI;Cesar;All Fixed;All combined;102;;;31.996;37.186;18.298;26.0;7.0;6;2023;2023-06;34.0;68.553;33.0;53.0
2023-06-01;FUNDACION;Magdalena;All Fixed;All combined;909;;;14.468;34.776;13.21;9.0;24.0;6;2023;2023-06;148.0;28.841;29.0;155.0
2023-06-01;ANAPOIMA;Cundinamarca;All Fixed;All combined;286;;;64.637;23.675;21.22;14.0;9.0;6;2023;2023-06;100.0;123.889;23.0;35.0
2023-06-01;PAZ DE ARIPORO;Casanare;All Fixed;All combined;174;;;5.824;9.201;3.655;20.0;24.0;6;2023;2023-06;22.0;11.053;38.0;57.0
2023-06-01;COCORNA;Antioquia;All Fixed;All combined;403;;;50.392;57.703;37.223;9.0;5.0;6;2023;2023-06;184.0;94.441;28.0;30.0
2023-06-01;YOPAL;Casanare;All Fixed;All combined;3997;;;32.942;32.485;21.561;14.0;8.0;6;2023;2023-06;1075.0;72.263;21.0;41.0
2023-06-01;VILLANUEVA;Casanare;All Fixed;All combined;479;;;7.95;10.015;4.793;12.0;17.0;6;2023;2023-06;69.0;19.388;18.0;37.0
2023-06-01;SAHAGUN;Cordoba;All Fixed;All combined;621;;;24.825;45.528;28.371;18.0;9.0;6;2023;2023-06;185.0;43.273;33.0;31.0
2023-05-01;ARBELAEZ;Cundinamarca;All Fixed;All combined;434;;;21.896;60.567;19.186;8.0;6.0;5;2023;2023-05;66.0;58.987;55.0;38.0
2023-05-01;PORE;Casanare;All Fixed;All combined;192;;;8.47;19.067;12.334;14.0;11.0;5;2023;2023-05;47.0;15.383;33.0;53.0
2023-05-01;MERCADERES;Cauca Department;All Fixed;All combined;338;;;19.581;80.985;16.345;8.0;9.0;5;2023;2023-05;87.0;74.005;31.0;67.0
2023-06-01;BRICENO;Antioquia;All Fixed;All combined;31;;;14.101;31.477;13.86;6.0;13.0;6;2023;2023-06;5.0;32.579;11.0;29.0
2023-06-01;SIMIJACA;Cundinamarca;All Fixed;All combined;86;;;17.33;28.172;16.102;6.0;9.0;6;2023;2023-06;29.0;25.895;7.0;20.0
2023-06-01;FIRAVITOBA;Boyaca;All Fixed;All combined;78;;;35.433;38.241;35.031;13.0;3.0;6;2023;2023-06;39.0;41.623;16.0;14.0
2023-06-01;TAUSA;Cundinamarca;All Fixed;All combined;1331;;;31.864;35.312;22.778;8.0;5.0;6;2023;2023-06;553.0;42.058;22.0;32.0
2023-06-01;GUACHETA;Cundinamarca;All Fixed;All combined;172;;;14.012;35.776;19.243;13.0;9.0;6;2023;2023-06;75.0;35.875;16.0;61.0
2023-06-01;FUNES;Narino;All Fixed;All combined;126;;;94.286;147.774;94.652;27.0;2.0;6;2023;2023-06;43.0;162.647;33.0;21.0
2023-06-01;AGUADAS;Caldas;All Fixed;All combined;158;;;53.673;36.965;13.164;15.0;4.0;6;2023;2023-06;80.0;80.95;19.0;17.0
2023-06-01;SUSA;Cundinamarca;All Fixed;All combined;132;;;17.244;43.006;26.299;11.0;18.0;6;2023;2023-06;21.0;39.419;14.0;23.0
2023-06-01;CUMARAL;Meta;All Fixed;All combined;271;;;48.53;124.302;41.133;7.0;10.0;6;2023;2023-06;60.0;90.555;27.0;36.0
