Provider;Location;Aggregate Date;Test Count;Sample Count;Metric Type;User Count;Minimum Latency;Download Speed;Upload Speed;Download Speed Mbps;Upload Speed Mbps
All Providers Combined;ARAUCA;2023-04;911.0;372.0;median;372.0;6.0;18964.0;5119.0;18.96;5.12
All Providers Combined;BARRANQUILLA;2023-04;62960.0;19889.0;median;19889.0;10.0;92363.0;33008.0;92.36;33.01
All Providers Combined;BOGOTA;2023-04;720388.0;223376.0;median;223376.0;7.0;107944.0;44883.0;107.94;44.88
All Providers Combined;CARTAGENA;2023-04;22729.0;6604.0;median;6604.0;8.0;112467.0;47535.0;112.47;47.54
All Providers Combined;TUNJA;2023-04;10986.0;3273.0;median;3273.0;15.0;81407.0;30324.0;81.41;30.32
All Providers Combined;MANIZALES;2023-04;19203.0;5786.0;median;5786.0;28.0;93635.0;20676.0;93.64;20.68
All Providers Combined;FLORENCIA;2023-04;1945.0;500.0;median;500.0;24.0;61338.0;32560.0;61.34;32.56
All Providers Combined;YOPAL;2023-04;2493.0;786.0;median;786.0;14.0;42563.0;27806.0;42.56;27.81
All Providers Combined;POPAYAN;2023-04;13881.0;4206.0;median;4206.0;19.0;66284.0;30130.0;66.28;30.13
All Providers Combined;VALLEDUPAR;2023-04;10791.0;3556.0;median;3556.0;19.0;90667.0;30630.0;90.67;30.63
All Providers Combined;QUIBDO;2023-04;505.0;97.0;median;97.0;32.0;9825.0;5726.0;9.83;5.73
All Providers Combined;MONTERIA;2023-04;9358.0;3048.0;median;3048.0;14.0;65362.0;28632.0;65.36;28.63
All Providers Combined;INIRIDA;2023-04;287.0;41.0;median;41.0;76.0;33675.0;15781.0;33.68;15.78
All Providers Combined;SAN JOSE DEL GUAVIARE;2023-04;428.0;105.0;median;105.0;14.0;9977.0;10016.0;9.98;10.02
All Providers Combined;NEIVA;2023-04;15270.0;4423.0;median;4423.0;18.0;81124.0;32643.0;81.12;32.64
All Providers Combined;RIOHACHA;2023-04;2189.0;788.0;median;788.0;33.0;58626.0;29462.0;58.63;29.46
All Providers Combined;SANTA MARTA;2023-04;11734.0;3642.0;median;3642.0;16.0;81261.0;31491.0;81.26;31.49
All Providers Combined;VILLAVICENCIO;2023-04;23945.0;7277.0;median;7277.0;10.0;110536.0;39813.0;110.54;39.81
All Providers Combined;PASTO;2023-04;11249.0;3748.0;median;3748.0;21.0;74205.0;28827.0;74.21;28.83
All Providers Combined;CUCUTA;2023-04;21663.0;6900.0;median;6900.0;23.0;80890.0;31591.0;80.89;31.59
All Providers Combined;MOCOA;2023-04;224.0;62.0;median;62.0;21.0;34346.0;25591.0;34.35;25.59
All Providers Combined;PEREIRA;2023-04;20179.0;6241.0;median;6241.0;19.0;86104.0;29852.0;86.1;29.85
All Providers Combined;SAN ANDRES;2023-04;1148.0;276.0;median;276.0;23.0;49637.0;36231.0;49.64;36.23
All Providers Combined;BUCARAMANGA;2023-04;38904.0;12435.0;median;12435.0;17.0;94368.0;33126.0;94.37;33.13
All Providers Combined;SINCELEJO;2023-04;4708.0;1255.0;median;1255.0;14.0;54674.0;22400.0;54.67;22.4
All Providers Combined;IBAGUE;2023-04;22454.0;6528.0;median;6528.0;10.0;94748.0;48225.0;94.75;48.23
All Providers Combined;CALI;2023-04;111103.0;34379.0;median;34379.0;18.0;90113.0;33161.0;90.11;33.16
All Providers Combined;MITU;2023-04;99.0;16.0;median;16.0;34.0;52807.0;17862.0;52.81;17.86
All Providers Combined;PUERTO CARRENO;2023-04;109.0;14.0;median;14.0;99.0;10007.0;11308.0;10.01;11.31
All Providers Combined;ARMENIA;2023-05;8664.0;2794.0;median;2794.0;19.0;135335.0;33916.0;135.34;33.92
All Providers Combined;LETICIA;2023-05;388.0;85.0;median;85.0;255.0;7405.0;2672.0;7.41;2.67
All Providers Combined;MEDELLIN;2023-05;185194.0;59261.0;median;59261.0;10.0;106143.0;32016.0;106.14;32.02
All Providers Combined;ARAUCA;2023-05;966.0;382.0;median;382.0;4.0;17922.0;5188.0;17.92;5.19
All Providers Combined;BARRANQUILLA;2023-05;63049.0;20228.0;median;20228.0;9.0;93933.0;33253.0;93.93;33.25
All Providers Combined;BOGOTA;2023-05;759364.0;235626.0;median;235626.0;7.0;110997.0;48124.0;111.0;48.12
All Providers Combined;CARTAGENA;2023-05;22357.0;6026.0;median;6026.0;8.0;110011.0;44361.0;110.01;44.36
All Providers Combined;TUNJA;2023-05;10218.0;2985.0;median;2985.0;14.0;87058.0;30606.0;87.06;30.61
All Providers Combined;MANIZALES;2023-05;19428.0;6012.0;median;6012.0;24.0;94297.0;21605.0;94.3;21.61
All Providers Combined;FLORENCIA;2023-05;2117.0;501.0;median;501.0;24.0;53431.0;32800.0;53.43;32.8
All Providers Combined;YOPAL;2023-05;2808.0;752.0;median;752.0;14.0;34951.0;25123.0;34.95;25.12
All Providers Combined;POPAYAN;2023-05;14519.0;4323.0;median;4323.0;19.0;70115.0;30830.0;70.12;30.83
All Providers Combined;VALLEDUPAR;2023-05;10226.0;3344.0;median;3344.0;21.0;94624.0;30988.0;94.62;30.99
All Providers Combined;QUIBDO;2023-05;513.0;97.0;median;97.0;39.0;8626.0;2826.0;8.63;2.83
All Providers Combined;MONTERIA;2023-05;8798.0;2907.0;median;2907.0;14.0;69552.0;28412.0;69.55;28.41
All Providers Combined;INIRIDA;2023-05;487.0;25.0;median;25.0;82.0;26528.0;11429.0;26.53;11.43
All Providers Combined;SAN JOSE DEL GUAVIARE;2023-05;521.0;167.0;median;167.0;14.0;14177.0;16074.0;14.18;16.07
All Providers Combined;NEIVA;2023-05;16490.0;4665.0;median;4665.0;20.0;76629.0;33033.0;76.63;33.03
All Providers Combined;RIOHACHA;2023-05;2084.0;774.0;median;774.0;34.0;66052.0;28179.0;66.05;28.18
All Providers Combined;SANTA MARTA;2023-05;12155.0;3667.0;median;3667.0;13.0;91602.0;32433.0;91.6;32.43
All Providers Combined;VILLAVICENCIO;2023-05;21753.0;6750.0;median;6750.0;9.0;111725.0;41882.0;111.73;41.88
All Providers Combined;PASTO;2023-05;12132.0;4015.0;median;4015.0;21.0;73545.0;31058.0;73.55;31.06
All Providers Combined;CUCUTA;2023-05;23260.0;7041.0;median;7041.0;23.0;81661.0;32063.0;81.66;32.06
All Providers Combined;MOCOA;2023-05;235.0;56.0;median;56.0;22.0;29588.0;23630.0;29.59;23.63
All Providers Combined;PEREIRA;2023-05;19833.0;6236.0;median;6236.0;18.0;84865.0;31221.0;84.87;31.22
All Providers Combined;SAN ANDRES;2023-05;1186.0;253.0;median;253.0;17.0;54619.0;37049.0;54.62;37.05
All Providers Combined;BUCARAMANGA;2023-05;42262.0;12767.0;median;12767.0;18.0;91492.0;32992.0;91.49;32.99
All Providers Combined;SINCELEJO;2023-05;4820.0;1259.0;median;1259.0;14.0;51817.0;23289.0;51.82;23.29
All Providers Combined;IBAGUE;2023-05;21735.0;6237.0;median;6237.0;9.0;99652.0;56045.0;99.65;56.05
All Providers Combined;CALI;2023-05;118595.0;36266.0;median;36266.0;18.0;90768.0;33214.0;90.77;33.21
All Providers Combined;MITU;2023-05;62.0;20.0;median;20.0;35.0;56077.0;17633.0;56.08;17.63
All Providers Combined;PUERTO CARRENO;2023-05;189.0;23.0;median;23.0;82.0;7559.0;7923.0;7.56;7.92
All Providers Combined;ARMENIA;2023-06;7902.0;2707.0;median;2707.0;20.0;136694.0;33981.0;136.69;33.98
All Providers Combined;LETICIA;2023-06;364.0;87.0;median;87.0;283.0;8681.0;3249.0;8.68;3.25
All Providers Combined;MEDELLIN;2023-06;175360.0;55685.0;median;55685.0;10.0;111933.0;32415.0;111.93;32.42
All Providers Combined;ARAUCA;2023-06;1291.0;467.0;median;467.0;4.0;20297.0;5275.0;20.3;5.28
All Providers Combined;BARRANQUILLA;2023-06;58599.0;19031.0;median;19031.0;9.0;93538.0;33260.0;93.54;33.26
All Providers Combined;BOGOTA;2023-06;723584.0;226905.0;median;226905.0;7.0;115963.0;48744.0;115.96;48.74
All Providers Combined;CARTAGENA;2023-06;21979.0;6210.0;median;6210.0;7.0;115031.0;49410.0;115.03;49.41
All Providers Combined;TUNJA;2023-06;9360.0;2766.0;median;2766.0;14.0;89402.0;31002.0;89.4;31.0
All Providers Combined;MANIZALES;2023-06;17945.0;5847.0;median;5847.0;29.0;96645.0;19720.0;96.65;19.72
All Providers Combined;FLORENCIA;2023-06;1470.0;406.0;median;406.0;23.0;59645.0;32741.0;59.65;32.74
All Providers Combined;YOPAL;2023-06;2879.0;813.0;median;813.0;15.0;47568.0;26287.0;47.57;26.29
All Providers Combined;POPAYAN;2023-06;14522.0;4200.0;median;4200.0;19.0;79665.0;30198.0;79.67;30.2
All Providers Combined;VALLEDUPAR;2023-06;10662.0;3376.0;median;3376.0;22.0;93948.0;31510.0;93.95;31.51
All Providers Combined;QUIBDO;2023-06;517.0;112.0;median;112.0;31.0;12495.0;9758.0;12.5;9.76
All Providers Combined;MONTERIA;2023-06;8303.0;2744.0;median;2744.0;14.0;65106.0;28158.0;65.11;28.16
All Providers Combined;INIRIDA;2023-06;237.0;35.0;median;35.0;98.0;18231.0;7207.0;18.23;7.21
All Providers Combined;SAN JOSE DEL GUAVIARE;2023-06;444.0;164.0;median;164.0;15.0;13998.0;19332.0;14.0;19.33
All Providers Combined;NEIVA;2023-06;14158.0;3903.0;median;3903.0;19.0;85349.0;32645.0;85.35;32.65
All Providers Combined;RIOHACHA;2023-06;2094.0;769.0;median;769.0;33.0;71515.0;30015.0;71.52;30.02
All Providers Combined;SANTA MARTA;2023-06;11664.0;3639.0;median;3639.0;12.0;92541.0;32558.0;92.54;32.56
All Providers Combined;VILLAVICENCIO;2023-06;21638.0;6647.0;median;6647.0;9.0;113000.0;38863.0;113.0;38.86
All Providers Combined;PASTO;2023-06;11243.0;3562.0;median;3562.0;21.0;68405.0;29769.0;68.41;29.77
All Providers Combined;CUCUTA;2023-06;24046.0;6672.0;median;6672.0;24.0;86616.0;32290.0;86.62;32.29
All Providers Combined;MOCOA;2023-06;283.0;74.0;median;74.0;21.0;35047.0;26263.0;35.05;26.26
All Providers Combined;PEREIRA;2023-06;18480.0;5738.0;median;5738.0;19.0;74401.0;30133.0;74.4;30.13
All Providers Combined;SAN ANDRES;2023-06;938.0;244.0;median;244.0;15.0;54404.0;47717.0;54.4;47.72
All Providers Combined;BUCARAMANGA;2023-06;35668.0;10950.0;median;10950.0;20.0;94504.0;32988.0;94.5;32.99
All Providers Combined;SINCELEJO;2023-06;3625.0;1127.0;median;1127.0;15.0;81260.0;24503.0;81.26;24.5
All Providers Combined;IBAGUE;2023-06;19966.0;5808.0;median;5808.0;9.0;102957.0;61291.0;102.96;61.29
All Providers Combined;CALI;2023-06;115360.0;34113.0;median;34113.0;18.0;93843.0;33279.0;93.84;33.28
All Providers Combined;MITU;2023-06;52.0;18.0;median;18.0;36.0;28483.0;15200.0;28.48;15.2
All Providers Combined;PUERTO CARRENO;2023-06;143.0;24.0;median;24.0;104.0;16410.0;8037.0;16.41;8.04
